phase,mode,compressed,size,corpus,sample,open_us,read_us,total_us,archive_bytes
stream,signed,false,8388608,pattern,9,17966.939,4777.151,23121.344,8673664
whole,signed,true,8388608,pattern,9,6844.017,7544.636,14432.633,284032
stream,encrypted,true,8388608,pattern,9,224.703,2032.226,2281.069,273792
stream,encrypted-signed,true,8388608,pattern,9,970.202,1990.075,2985.818,284032
range,encrypted-signed,false,8388608,pattern,9,959.853,8119.273,10876.869,8673664
range,signed,true,8388608,pattern,9,8630.330,342.884,8990.885,284032
stream,signed,true,8388608,pattern,9,6646.534,2795.996,9467.780,284032
stream,encrypted-signed,false,8388608,pattern,9,946.802,15796.401,18726.858,8673664
whole,plain,true,8388608,pattern,9,208.363,11379.265,11625.968,273792
range,signed,false,8388608,pattern,9,15051.141,1028.893,16455.819,8673664
whole,signed,false,8388608,pattern,9,15354.645,12364.387,29580.895,8673664
stream,plain,false,8388608,pattern,9,201.033,13250.378,13744.325,8659328
whole,plain,false,8388608,pattern,9,173.672,18268.302,20359.548,8659328
stream,plain,true,8388608,pattern,9,227.743,3261.901,3516.455,273792
whole,encrypted,false,8388608,pattern,9,190.833,22408.685,25046.079,8659328
range,encrypted-signed,true,8388608,pattern,9,1018.553,2306.900,3343.013,284032
whole,encrypted-signed,true,8388608,pattern,9,935.602,9634.362,10608.915,284032
whole,plain,false,8388608,pattern,10,198.012,17919.398,20045.005,8659328
stream,plain,false,8388608,pattern,10,204.283,13318.059,13808.346,8659328
range,encrypted,false,8388608,pattern,10,196.813,8252.695,10234.150,8659328
whole,encrypted,false,8388608,pattern,10,192.642,24732.205,27375.398,8659328
stream,encrypted-signed,true,8388608,pattern,10,1016.042,4741.371,5783.923,284032
range,plain,false,8388608,pattern,10,178.412,6968.318,7336.143,8659328
stream,encrypted-signed,false,8388608,pattern,10,951.212,13875.927,16726.863,8673664
whole,encrypted-signed,true,8388608,pattern,10,990.532,11360.205,12388.527,284032
stream,encrypted,false,8388608,pattern,10,201.812,13601.773,15747.230,8659328
range,encrypted-signed,true,8388608,pattern,10,1003.582,2263.919,3284.971,284032
range,plain,true,8388608,pattern,10,174.112,365.444,549.297,273792
whole,signed,true,8388608,pattern,10,6592.314,9565.261,16192.216,284032
stream,signed,true,8388608,pattern,10,6721.186,1938.354,8681.730,284032
stream,plain,true,8388608,pattern,10,197.183,1897.814,2112.737,273792
range,signed,false,8388608,pattern,10,15106.283,1032.763,16364.999,8673664
range,encrypted,true,8388608,pattern,10,195.672,400.845,607.048,273792
whole,signed,false,8388608,pattern,10,14942.600,12331.306,29165.620,8673664
range,encrypted-signed,false,8388608,pattern,10,990.113,11328.374,14090.909,8673664
whole,encrypted,true,8388608,pattern,10,227.243,11281.253,11544.187,273792
range,signed,true,8388608,pattern,10,6743.146,349.485,7104.851,284032
whole,encrypted-signed,false,8388608,pattern,10,924.862,20079.825,23395.777,8673664
stream,signed,false,8388608,pattern,10,19519.798,4720.920,24497.041,8673664
stream,encrypted,true,8388608,pattern,10,228.333,2106.537,2358.240,273792
whole,plain,true,8388608,pattern,10,197.733,6869.307,7101.901,273792
