phase,mode,compressed,size,corpus,sample,open_us,read_us,total_us,archive_bytes
whole,encrypted-signed,true,8388608,random,0,1208.726,35706.562,41513.191,8669568
whole,signed,true,8388608,random,0,20995.579,15346.101,40212.644,8669568
range,encrypted,true,8388608,random,0,306.804,15712.157,19145.774,8659328
whole,plain,false,8388608,random,0,399.125,27743.453,32048.522,8659328
range,encrypted,false,8388608,random,0,272.824,15735.716,19272.875,8659328
range,encrypted-signed,true,8388608,random,0,1090.615,15000.996,19238.575,8669568
whole,signed,false,8388608,random,0,21561.307,15270.010,40413.467,8673664
range,encrypted-signed,false,8388608,random,0,1063.725,13819.630,17995.198,8673664
range,plain,false,8388608,random,0,249.784,9953.547,11759.882,8659328
range,signed,false,8388608,random,0,15332.252,1029.384,18429.104,8673664
stream,encrypted-signed,true,8388608,random,0,1028.644,16420.646,21095.970,8669568
stream,signed,false,8388608,random,0,19999.625,4669.444,26765.098,8673664
whole,encrypted,false,8388608,random,0,233.713,28078.757,32907.393,8659328
whole,plain,true,8388608,random,0,292.194,26580.907,30785.415,8659328
range,plain,true,8388608,random,0,251.313,10093.099,11921.484,8659328
stream,plain,false,8388608,random,0,217.773,10389.114,12694.405,8659328
stream,encrypted-signed,false,8388608,random,0,1032.464,16623.199,21327.903,8673664
range,signed,true,8388608,random,0,20218.938,1036.854,23335.751,8669568
whole,encrypted,true,8388608,random,0,259.034,27853.814,32503.848,8659328
