corpus,size,level,repeat,strategy,fast_selected,stored_bytes,encode_us,decode_us
pattern-prefix,4194304,3,3,fast,true,3146691,3150.217,861.633
pattern-prefix,4194304,3,3,dual,true,3146691,9928.529,770.271
pattern-prefix,4194304,3,4,stream-default,true,3152576,4081.362,1051.815
pattern-prefix,4194304,3,4,stream-better,true,3152576,5880.228,998.945
pattern-prefix,4194304,3,4,numeric-buffered,false,3153586,6036.690,1360.491
pattern-prefix,4194304,3,4,numeric-min7,false,3153586,5868.738,1055.686
pattern-prefix,4194304,3,4,numeric-lazy2,false,3151935,2741.941,1161.348
pattern-prefix,4194304,3,4,numeric-ldm,false,3153586,5736.856,1203.838
pattern-prefix,4194304,3,4,numeric-hash20,false,3153586,5470.352,1174.617
pattern-prefix,4194304,3,4,numeric,false,3153586,6456.247,1475.242
pattern-prefix,4194304,3,4,fast,true,3146691,3731.796,965.285
pattern-prefix,4194304,3,4,dual,true,3146691,12264.604,1021.355
pattern-prefix,4194304,3,4,sampled,false,3153586,5948.289,1573.844
pattern-prefix,4194304,3,5,stream-better,true,3152576,6285.625,1537.033
pattern-prefix,4194304,3,5,numeric-buffered,false,3153586,6042.731,1237.839
